*Nodes
0,0,0
0.15,0,0
0.15,0.03,0
0,0.03,0
0.15,0.006,0
0.15,0.012,0
0.15,0.018,0
0.15,0.024,0
0.144,0.03,0
0.138,0.03,0
0.132,0.03,0
0.126,0.03,0
0.12,0.03,0
0.114,0.03,0
0.108,0.03,0
0.102,0.03,0
0.096,0.03,0
0.09,0.03,0
0.084,0.03,0
0.078,0.03,0
0.072,0.03,0
0.066,0.03,0
0.06,0.03,0
0.054,0.03,0
0.048,0.03,0
0.042,0.03,0
0.036,0.03,0
0.03,0.03,0
0.024,0.03,0
0.018,0.03,0
0.012,0.03,0
0.006,0.03,0
0,0.024,0
0,0.018,0
0,0.012,0
0,0.00599999999999999,0
0.006,0,0
0.012,0,0
0.018,0,0
0.024,0,0
0.03,0,0
0.036,0,0
0.042,0,0
0.048,0,0
0.054,0,0
0.06,0,0
0.066,0,0
0.072,0,0
0.078,0,0
0.084,0,0
0.09,0,0
0.096,0,0
0.102,0,0
0.108,0,0
0.114,0,0
0.12,0,0
0.126,0,0
0.132,0,0
0.138,0,0
0.144,0,0
0.123087106082387,0.014984886402449,0
0.129011378615071,0.0149983020093687,0
0.021237681437436,0.0149993560633062,0
0.134313409671849,0.0150177754066233,0
0.0040980762113533,0.0259019237886467,0
0.00904960843690502,0.0249949064124728,0
0.00495297629437438,0.0208930446589194,0
0.0148183026200022,0.0246174080860603,0
0.00558217652670364,0.01498923139341,0
0.0209410216492509,0.024874072071278,0
0.0049587062649084,0.00909752242858888,0
0.0269915293077147,0.0249520823051996,0
0.00409807621135329,0.00409807621135331,0
0.0330036101027065,0.0249265558861288,0
0.039,0.0248038475772934,0
0.00905605025408644,0.00499155767074891,0
0.045,0.0248038475772934,0
0.014831807301923,0.00536431214958316,0
0.051,0.0248038475772934,0
0.0209511645451901,0.00513670287624584,0
0.057,0.0248038475772934,0
0.027,0.00519615242270662,0
0.063,0.0248038475772934,0
0.033,0.00519615242270662,0
0.0689996665233364,0.0249365376187131,0
0.039,0.00519615242270664,0
0.0750002535898695,0.0249204987034457,0
0.045,0.00519615242270663,0
0.0810002456937416,0.0249461423524152,0
0.051,0.00519615242270662,0
0.0870001175663228,0.0249198247629765,0
0.057,0.00519615242270664,0
0.093,0.0248038475772934,0
0.063,0.00519615242270663,0
0.099,0.0248038475772934,0
0.069,0.00519615242270663,0
0.105,0.0248038475772934,0
0.075,0.00519615242270664,0
0.111,0.0248038475772934,0
0.0810000017176349,0.00507892969875866,0
0.117023640698417,0.0249272797306472,0
0.0870011594655168,0.00506566777621725,0
0.123055087787319,0.0249231531362175,0
0.093,0.00519615242270664,0
0.129132854915531,0.0248777820595826,0
0.0990001416659499,0.00508012683214578,0
0.135245260491426,0.0246456731838972,0
0.105004773089182,0.00505216568721166,0
0.140960267936913,0.0250073855230488,0
0.11101116338243,0.00506803539350083,0
0.145901923788647,0.0259019237886467,0
0.117019420151089,0.00508593014250906,0
0.123068347704248,0.00506080340620896,0
0.145058128553186,0.0209030918813357,0
0.12914073019218,0.00512720097800065,0
0.144457242271692,0.0150133467905413,0
0.135264764481467,0.00537623564566203,0
0.145063485047414,0.00910906770497146,0
0.140981687534065,0.0050103062317993,0
0.145973671727178,0.00406531412165799,0
0.0112723432701412,0.0186531766934479,0
0.0179091604375661,0.0197797474583432,0
0.0113051815928116,0.0112899400536926,0
0.024016605080903,0.0199208967679345,0
0.0300161964582201,0.0199304098705706,0
0.0360017706925101,0.019900854321627,0
0.0420005328205571,0.019896143822809,0
0.0480032603404358,0.0198924965033508,0
0.017923498009799,0.0102141432888488,0
0.0539994931337169,0.0198833701055069,0
0.0240313660397182,0.0101488974801166,0
0.0599983307780149,0.0199109440697666,0
0.0300109127953231,0.0101226026760927,0
0.0660009846974967,0.0199156239943937,0
0.0360035248299534,0.0101018151025895,0
0.072000400086115,0.0199032917266448,0
0.042000712096084,0.0100970865671315,0
0.0780009036396523,0.0199014257286654,0
0.048,0.0100938207597526,0
0.084,0.0199006964222215,0
0.0540028090695042,0.0100848526164111,0
0.090000835573651,0.0199007921884216,0
0.0599992521943868,0.0101118631368438,0
0.0960010638868821,0.019901103664022,0
0.0659958365603572,0.010108944882946,0
0.102002731842062,0.0198988889960969,0
0.0719992580793857,0.0101040097464493,0
0.108008497324783,0.019895544055699,0
0.0779998236834581,0.010097012662059,0
0.114025961310056,0.019893791933163,0
0.0840005684594117,0.0100954289604758,0
0.120055960052901,0.0198825930606348,0
0.0900000332659922,0.0100967387803194,0
0.126127086365415,0.019904605569354,0
0.0960001337940368,0.0101014530906466,0
0.132352774365733,0.019834445662412,0
0.102002009975078,0.0100966171685244,0
0.138772136247537,0.0187017692103825,0
0.10801380690946,0.0100970981796952,0
0.114039782167177,0.0100984028314495,0
0.120088924857471,0.0101188500745008,0
0.126143328878154,0.0100743389223644,0
0.132367358277067,0.0101735537816038,0
0.138804886710472,0.0113682162621954,0
0.0158532066936628,0.0149855190188954,0
0.027058473312788,0.0151181426579124,0
0.033,0.015,0
0.0390023806895618,0.0149885613574198,0
0.045,0.015,0
0.0510053057797194,0.0149366759069137,0
0.0570000103089527,0.0149981802930877,0
0.0629947285782806,0.0150570601037197,0
0.069,0.015,0
0.075,0.015,0
0.0810016047009079,0.0149888415227362,0
0.087,0.015,0
0.093,0.015,0
0.0990007545475169,0.0149938790069848,0
0.105,0.015,0
0.111029949087975,0.0150000133861414,0
0.117053737172625,0.0149899179312606,0
*FaceNodes
61,161,162
63,157,155
173,172,146
173,137,135
178,156,158
177,176,154
125,126,74
125,73,124
60,61,153
60,153,151
134,85,136
134,132,83
168,136,138
169,129,127
175,174,150
175,141,139
62,123,121
117,4,5
104,10,11
62,121,164
128,122,77
120,68,122
62,128,130
114,56,57
164,122,128
102,11,12
174,139,137
118,58,59
173,146,148
179,180,149
178,147,145
167,126,125
166,125,124
176,143,141
175,150,152
166,134,167
166,167,125
106,9,10
171,170,142
114,57,116
79,38,39
79,77,38
66,32,33
172,144,146
63,155,61
63,163,157
173,148,174
173,174,137
169,138,140
80,22,23
106,10,104
110,7,2
119,59,1
170,140,142
177,156,178
177,178,145
170,129,169
170,169,140
66,33,68
80,82,22
180,159,160
87,42,43
60,160,161
164,120,122
103,50,51
92,16,17
87,85,42
78,23,24
164,121,120
180,160,60
180,60,151
99,48,49
88,18,19
179,147,178
85,41,42
64,32,66
74,25,26
179,178,158
101,49,50
101,50,103
171,144,172
88,19,86
171,172,133
175,152,176
157,115,113
110,2,8
175,176,141
165,124,123
96,14,15
107,52,53
62,164,128
168,138,169
168,169,127
62,130,165
87,43,89
88,90,18
102,12,100
100,12,13
62,165,123
63,162,163
69,28,29
72,35,0
77,37,38
77,75,37
100,13,98
119,1,4
90,17,18
92,94,16
65,30,31
72,0,36
89,43,44
86,19,20
69,29,67
138,87,89
64,31,3
63,61,162
80,23,78
97,47,48
105,51,52
102,104,11
73,26,27
73,74,26
142,91,93
97,95,47
111,54,55
105,52,107
113,6,7
110,113,7
98,13,14
98,14,96
72,70,35
75,36,37
67,29,30
69,71,28
109,53,54
101,99,49
116,57,58
114,112,56
109,107,53
94,15,16
73,27,71
84,20,21
94,96,15
105,103,51
112,55,56
112,111,55
115,5,6
115,6,113
157,113,108
161,112,114
84,86,20
91,44,45
93,45,46
93,46,95
71,27,28
136,85,87
70,34,35
68,33,34
68,34,70
122,75,77
89,44,91
131,82,80
117,119,4
157,108,106
109,54,111
147,98,96
81,39,40
81,40,83
95,46,47
97,48,99
93,91,45
135,86,84
122,70,75
122,68,70
144,93,95
144,142,93
108,8,9
108,110,8
82,21,22
82,84,21
127,78,76
76,24,25
118,59,119
117,5,115
147,149,98
92,17,90
83,40,41
81,79,39
65,67,30
64,3,32
128,77,79
121,69,67
156,105,107
152,101,103
118,116,58
161,160,112
133,84,82
136,87,138
72,36,75
72,75,70
163,116,118
118,119,117
83,41,85
123,71,69
165,132,166
120,66,68
64,65,31
64,66,65
163,162,116
155,106,104
76,25,74
76,78,24
156,154,105
133,82,131
145,96,94
155,104,153
120,67,65
123,69,121
108,113,110
108,9,106
152,150,101
141,92,90
145,94,143
153,104,102
166,132,134
168,126,167
125,74,73
167,134,136
133,135,84
152,103,154
139,90,88
139,88,137
161,114,162
160,111,112
160,159,111
149,100,98
134,83,85
140,89,91
139,141,90
154,103,105
120,121,67
132,81,83
150,99,101
137,88,86
159,109,111
151,102,100
155,157,106
163,117,115
163,115,157
162,114,116
120,65,66
124,73,71
148,97,99
137,86,135
145,147,96
159,158,109
130,79,81
130,81,132
148,99,150
146,95,97
61,155,153
163,118,117
124,71,123
128,79,130
60,161,61
158,107,109
171,142,144
129,80,78
158,156,107
177,154,156
151,153,102
151,100,149
177,145,143
143,94,92
179,149,147
179,158,159
129,131,80
140,138,89
180,151,149
179,159,180
126,76,74
126,127,76
146,97,148
146,144,95
165,166,124
165,130,132
143,92,141
177,143,176
171,133,131
172,135,133
140,91,142
129,78,127
168,167,136
168,127,126
176,152,154
173,135,172
171,131,170
170,131,129
175,139,174
174,148,150
